exact_address,price,size,rooms,floor,monthly_fee,price_per_sqm,has_elevator,has_balcony,latitude,longitude,main_neighborhood,sub_neighborhood,date,year,month,season,rooms_per_sqm,is_central,seasonal_price_trend,price_change_pct,monthly_price_change,location_avg_price_per_sqm,location_avg_price_per_sqm_sub,months_since_sale,predicted_ending_price
Skälderviksplan 11,3495000.0,71.5,3.0,1.0,5087.0,48881.0,True,False,,,årsta,central,2024-09-17 07:17:05.119757,2024,9,4,0.04195804195804196,0,5423264.851586489,,-0.36492890995260663,61515.02479240097,80164.38654110392,0,3734210.972222221
Bolmensvägen 17,3475000.0,66.0,3.0,1.0,5869.0,52652.0,False,False,,,årsta,central,2024-09-17 07:17:05.119757,2024,9,4,0.045454545454545456,0,5423264.851586489,,-0.36492890995260663,61515.02479240097,80164.38654110392,0,3689445.4960317463
"Birger Jarlsgatan 104B, 3tr",4295000.0,41.5,2.0,3.0,3386.0,103494.0,False,False,,,vasastan,östermalm,2024-09-17 07:17:05.119757,2024,9,4,0.04819277108433735,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,106251.37655091404,0,4674392.142857144
Renstiernas gata 41 A,6700000.0,62.0,2.0,1.0,4497.0,108065.0,True,False,,,södermalm,nytorget,2024-09-17 07:17:05.119757,2024,9,4,0.03225806451612903,0,5423264.851586489,,-0.36492890995260663,103268.90042472865,115069.44444444444,0,5979802.976190477
"Danderydsgatan 28 A, 1 tr",7495000.0,55.0,2.0,1.0,2775.0,136273.0,False,True,,,östermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.03636363636363636,0,5423264.851586489,,-0.36492890995260663,132935.65588339852,80164.38654110392,0,6981154.047619049
Odelbergsvägen 21,2995000.0,47.0,2.0,2.0,3534.0,63723.0,True,True,,,enskede gård,central,2024-09-17 07:17:05.119757,2024,9,4,0.0425531914893617,0,5423264.851586489,,-0.36492890995260663,81655.48098434004,80164.38654110392,0,4011004.285714285
Ola Hanssonsgatan 4,2995000.0,38.0,2.0,0.0,3018.0,78816.0,True,False,,,kristineberg,central,2024-09-17 07:17:05.119757,2024,9,4,0.05263157894736842,0,5423264.851586489,,-0.36492890995260663,90161.29032258065,80164.38654110392,0,3209622.3412698405
Vårholmsbackarna 68,1250000.0,44.0,1.5,1.0,4762.0,28409.0,False,True,,,vårberg,central,2024-09-17 07:17:05.119757,2024,9,4,0.03409090909090909,0,5423264.851586489,,-0.36492890995260663,33333.333333333336,80164.38654110392,0,1700392.3015873013
Södermannagatan 50A,3595000.0,40.6,1.0,4.0,2535.0,88547.0,True,True,,,södermalm,sofo,2024-09-17 07:17:05.119757,2024,9,4,0.02463054187192118,0,5423264.851586489,,-0.36492890995260663,103268.90042472865,112250.60827250608,0,3958431.1904761903
Åsögatan 184,5995000.0,63.0,2.0,1.0,3329.0,95159.0,True,True,,,södermalm sofia,central,2024-09-17 07:17:05.119757,2024,9,4,0.031746031746031744,0,5423264.851586489,,-0.36492890995260663,99306.93069306931,80164.38654110392,0,5765285.23809524
Grev Turegatan 62,6795000.0,63.0,3.0,0.0,4108.0,107857.0,True,False,,,östermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.047619047619047616,0,5423264.851586489,,-0.36492890995260663,132935.65588339852,80164.38654110392,0,6869413.253968253
Bromsvägen 5,2795000.0,63.0,2.0,1.0,4133.0,44365.0,False,True,,,älvsjö,central,2024-09-17 07:17:05.119757,2024,9,4,0.031746031746031744,0,5423264.851586489,,-0.36492890995260663,63748.30518920252,80164.38654110392,0,3648664.4444444454
"Surbrunnsgatan 7, 1 tr",9300000.0,87.0,3.0,1.0,4299.0,106897.0,True,True,,,östermalm,vasastan,2024-09-17 07:17:05.119757,2024,9,4,0.034482758620689655,0,5423264.851586489,,-0.36492890995260663,132935.65588339852,119318.8965765118,0,11386050.357142858
Sigrid Undsets Gata 9,3490000.0,71.0,3.0,3.0,4063.0,49155.0,False,True,,,bromma,blackeberg,2024-09-17 07:17:05.119757,2024,9,4,0.04225352112676056,0,5423264.851586489,,-0.36492890995260663,66144.2866365397,52815.099168266155,0,3993474.96031746
Jämtlandsgatan 86,1595000.0,59.0,2.0,1.0,4838.0,27034.0,False,True,,,vällingby centrum,central,2024-09-17 07:17:05.119757,2024,9,4,0.03389830508474576,1,5423264.851586489,,-0.36492890995260663,37882.90398126464,80164.38654110392,0,2121372.9761904757
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
"Karlaplan 21C, 6 tr",4500000.0,38.0,2.0,6.0,1880.0,118421.0,True,False,,,östermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.05263157894736842,0,5423264.851586489,,-0.36492890995260663,132935.65588339852,80164.38654110392,0,5300292.202380952
Stjernströms väg 9,5795000.0,107.9,4.0,1.0,8375.0,53707.0,True,False,,,axelsberg,central,2024-09-17 07:17:05.119757,2024,9,4,0.03707136237256719,0,5423264.851586489,,-0.36492890995260663,,80164.38654110392,0,7855541.706349205
Sankt Göransgatan 163,3445000.0,34.0,1.0,7.0,2867.0,101324.0,True,False,,,stockholm,kungsholmen,2024-09-17 07:17:05.119757,2024,9,4,0.029411764705882353,0,5423264.851586489,,-0.36492890995260663,109606.78248205555,86137.93103448275,0,3475368.571428571
Sankt Göransgatan 167,2795000.0,24.0,1.0,8.0,2520.0,116458.0,True,False,,,stockholm,kungsholmen,2024-09-17 07:17:05.119757,2024,9,4,0.041666666666666664,0,5423264.851586489,,-0.36492890995260663,109606.78248205555,86137.93103448275,0,2644024.206349206
"Carl Akrells gata 4, 3 tr",7495000.0,73.0,2.0,3.0,4429.0,102671.0,True,True,,,östermalm,nedre gärdet,2024-09-17 07:17:05.119757,2024,9,4,0.0273972602739726,0,5423264.851586489,,-0.36492890995260663,132935.65588339852,114692.30769230769,0,7608160.992063493
"Ekebergabacken 2B, 4tr",2495000.0,80.0,3.0,1.0,7188.0,31188.0,True,True,,,sköndal,drevvikens strand,2024-09-17 07:17:05.119757,2024,9,4,0.0375,0,5423264.851586489,,-0.36492890995260663,47274.36281859071,,0,3149000.773809524
Wittstocksgatan 10,10950000.0,93.0,3.0,2.0,4103.0,117742.0,True,False,,,östermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.03225806451612903,0,5423264.851586489,,-0.36492890995260663,132935.65588339852,80164.38654110392,0,12261067.023809526
Sörgården,2690000.0,,,1.0,4240.0,53800.0,False,False,,,spånga,central,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,37284.32811480756,80164.38654110392,0,1848316.0714285711
Klockelundsvägen 10,2300000.0,40.0,2.0,2.0,2825.0,57500.0,True,True,,,farsta,central,2024-09-17 07:17:05.119757,2024,9,4,0.05,0,5423264.851586489,,-0.36492890995260663,44029.48402948403,80164.38654110392,0,2157236.6666666665
Klockelundsvägen 12,2425000.0,37.0,2.0,3.0,2716.0,65541.0,True,True,,,farsta,central,2024-09-17 07:17:05.119757,2024,9,4,0.05405405405405406,0,5423264.851586489,,-0.36492890995260663,44029.48402948403,80164.38654110392,0,2149790.833333333
Klockelundsvägen 14,1575000.0,26.5,1.0,1.0,2080.0,59434.0,True,True,,,farsta,central,2024-09-17 07:17:05.119757,2024,9,4,0.03773584905660377,0,5423264.851586489,,-0.36492890995260663,44029.48402948403,80164.38654110392,0,1767320.7142857136
"Båtbyggargatan 2, pl 4",7695000.0,94.0,3.0,4.0,6575.0,81862.0,True,True,,,hammarby sjöstad,central,2024-09-17 07:17:05.119757,2024,9,4,0.031914893617021274,0,5423264.851586489,,-0.36492890995260663,82007.06073183531,80164.38654110392,0,7662303.849206347
"KISTA ALLÉVÄG 35, Vån 6/7",2395000.0,67.0,3.0,6.0,3615.0,35746.0,True,True,,,kista gård,central,2024-09-17 07:17:05.119757,2024,9,4,0.04477611940298507,0,5423264.851586489,,-0.36492890995260663,43096.446700507615,80164.38654110392,0,2893660.2380952383
"Sjösabrinken 24, 1,5 tr",2200000.0,56.0,2.0,2.0,5570.0,39286.0,False,True,,,högdalen,central,2024-09-17 07:17:05.119757,2024,9,4,0.03571428571428571,0,5423264.851586489,,-0.36492890995260663,47227.54217966256,80164.38654110392,0,2296356.9047619044
Bennebolsgatan 24,1990000.0,53.0,2.0,2.0,4200.0,37547.0,True,True,,,spånga,solhem,2024-09-17 07:17:05.119757,2024,9,4,0.03773584905660377,0,5423264.851586489,,-0.36492890995260663,37284.32811480756,41080.91787439614,0,1879347.435064935
Midskeppsgatan 26/Hammarby Fabriksväg 101,4195000.0,55.0,2.0,1.0,5614.0,76273.0,True,True,,,hammarby sjöstad,central,2024-09-17 07:17:05.119757,2024,9,4,0.03636363636363636,0,5423264.851586489,,-0.36492890995260663,82007.06073183531,80164.38654110392,0,4003841.666666667
Kungsholmsgatan 11,7950000.0,72.0,3.0,3.0,7570.0,110417.0,True,True,,,kungsholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.041666666666666664,0,5423264.851586489,,-0.36492890995260663,102559.572426767,80164.38654110392,0,6668344.833333334
Gamla Huddingevägen 449A,2450000.0,57.7,2.0,1.0,3314.0,42461.0,False,False,,,älvsjö,örby,2024-09-17 07:17:05.119757,2024,9,4,0.03466204506065858,0,5423264.851586489,,-0.36492890995260663,63748.30518920252,49864.532019704435,0,3165388.8383838385
Äspholmsvägen 49,1695000.0,67.0,2.0,1.0,4954.0,25299.0,True,True,,,skärholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.029850746268656716,0,5423264.851586489,,-0.36492890995260663,29849.578820697956,80164.38654110392,0,1678431.5714285711
Paternostervägen 86,4150000.0,72.0,3.0,3.0,5623.0,57639.0,False,True,,,"hammarbyhöjden, johanneshov",central,2024-09-17 07:17:05.119757,2024,9,4,0.041666666666666664,0,5423264.851586489,,-0.36492890995260663,69987.17948717948,80164.38654110392,0,4504828.333333334
Sankt Eriksgatan 110,11495000.0,107.0,3.0,2.0,2321.0,107430.0,True,True,,,vasastan,odenplan,2024-09-17 07:17:05.119757,2024,9,4,0.028037383177570093,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,116794.46219382322,0,11505000.892857142
"Snörmakarvägen 16, vån 3/3",2200000.0,42.0,2.0,3.0,5330.0,52381.0,False,False,,,åkeshov,central,2024-09-17 07:17:05.119757,2024,9,4,0.047619047619047616,0,5423264.851586489,,-0.36492890995260663,,80164.38654110392,0,3209056.6071428563
Inedalsgatan 5,3750000.0,43.5,1.0,4.0,776.0,86207.0,True,True,,,kungsholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.022988505747126436,0,5423264.851586489,,-0.36492890995260663,102559.572426767,80164.38654110392,0,4209717.999833333
Creutzgatan 1,3150000.0,34.0,1.0,1.0,2656.0,92647.0,False,False,,,kungsholmen,thorildsplan,2024-09-17 07:17:05.119757,2024,9,4,0.029411764705882353,0,5423264.851586489,,-0.36492890995260663,102559.572426767,90960.59113300493,0,3230628.8095238083
Kungsklippan 12,3295000.0,36.0,2.0,6.0,3954.0,91528.0,True,True,,,kungsholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.05555555555555555,0,5423264.851586489,,-0.36492890995260663,102559.572426767,80164.38654110392,0,3888441.3095238106
"Torsplan 10, Vån 18",5500000.0,44.0,1.0,18.0,4466.0,125000.0,True,False,,,vasastan,hagastaden,2024-09-17 07:17:05.119757,2024,9,4,0.022727272727272728,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,109671.33940182054,0,4632032.693730158
Läckövägen 24,2750000.0,41.0,2.0,2.0,2612.0,67073.0,False,True,,,hammarbyhöjden,central,2024-09-17 07:17:05.119757,2024,9,4,0.04878048780487805,0,5423264.851586489,,-0.36492890995260663,66977.5,80164.38654110392,0,2890767.380952381
Vittangigatan 17,1895000.0,32.0,1.5,0.0,2330.0,59219.0,False,True,,,vällingby centrum,central,2024-09-17 07:17:05.119757,2024,9,4,0.046875,1,5423264.851586489,,-0.36492890995260663,37882.90398126464,80164.38654110392,0,1817785.3571428568
"Pargasgatan 5, 1 tr",2300000.0,80.0,3.0,2.0,5025.0,28750.0,False,True,,,akalla,central,2024-09-17 07:17:05.119757,2024,9,4,0.0375,0,5423264.851586489,,-0.36492890995260663,27736.7360644728,80164.38654110392,0,2080380.7539682544
Regeringsgatan 97,4700000.0,57.0,2.0,0.0,4045.0,82456.0,True,True,,,vasastan,city,2024-09-17 07:17:05.119757,2024,9,4,0.03508771929824561,1,5423264.851586489,,-0.36492890995260663,116669.36752942408,109538.09238152369,0,6442522.738095238
Vingårdsgatan 44,6500000.0,83.5,3.0,6.0,4824.0,77844.0,True,True,,,stockholm,central,2024-09-17 07:17:05.119757,2024,9,4,0.03592814371257485,0,5423264.851586489,,-0.36492890995260663,109606.78248205555,80164.38654110392,0,8382345.873015871
"Långholmsgatan 9B, 2tr",8650000.0,101.0,4.0,2.0,7990.0,85644.0,True,True,,,hornstull,södermalm,2024-09-17 07:17:05.119757,2024,9,4,0.039603960396039604,0,5423264.851586489,,-0.36492890995260663,100745.50783739008,106103.28638497653,0,8661890.634920632
Årstavägen 27,4975000.0,72.0,3.0,2.0,5277.0,69097.0,True,True,,,årsta,central,2024-09-17 07:17:05.119757,2024,9,4,0.041666666666666664,0,5423264.851586489,,-0.36492890995260663,61515.02479240097,80164.38654110392,0,3647258.5912698405
Sandviksvägen 27A,1750000.0,20.0,1.0,1.0,1915.0,87500.0,False,False,,,hässelby södra villastad,central,2024-09-17 07:17:05.119757,2024,9,4,0.05,0,5423264.851586489,,-0.36492890995260663,41226.79580306699,80164.38654110392,0,1761830.4761904762
Erik Dahlbergsgatan 19,8500000.0,85.0,2.5,1.0,3307.0,100000.0,False,False,,,östermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.029411764705882353,0,5423264.851586489,,-0.36492890995260663,132935.65588339852,80164.38654110392,0,10656344.16666667
Brålunden 20,10450000.0,141.0,5.0,3.0,8805.0,74113.0,False,True,,,bromma nockeby,central,2024-09-17 07:17:05.119757,2024,9,4,0.03546099290780142,0,5423264.851586489,,-0.36492890995260663,77160.49382716049,80164.38654110392,0,7478224.563492063
Älvsjö stationsgata 14,4250000.0,82.0,3.0,4.0,5718.0,51829.0,True,True,,,älvsjö,central,2024-09-17 07:17:05.119757,2024,9,4,0.036585365853658534,0,5423264.851586489,,-0.36492890995260663,63748.30518920252,80164.38654110392,0,4519506.011904761
"Fridhemsgatan 68, 3tr",6200000.0,51.0,2.0,3.0,3342.0,121569.0,True,False,,,kungholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.0392156862745098,0,5423264.851586489,,-0.36492890995260663,100655.02183406113,80164.38654110392,0,4657445.827492062
Sjöviksgläntan,2890000.0,,,1.0,3322.0,87575.0,False,False,,,liljeholmskajen,central,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,76032.09191759113,80164.38654110392,0,4318992.857142857
"Jämtlandsgatan 107, Vån 4 (11044/1304)",2795000.0,66.0,2.0,4.0,4597.0,42348.0,True,True,,,vällingby parkstad,råcksta,2024-09-17 07:17:05.119757,2024,9,4,0.030303030303030304,0,5423264.851586489,,-0.36492890995260663,46067.942942942944,42448.566084788035,0,2449934.007936508
Funäsgatan 6,3450000.0,70.0,3.0,5.0,4543.0,49286.0,True,True,,,vällingby parkstad,råcksta,2024-09-17 07:17:05.119757,2024,9,4,0.04285714285714286,0,5423264.851586489,,-0.36492890995260663,46067.942942942944,42448.566084788035,0,2928841.785714286
Virkesvägen 7b,5650000.0,77.0,4.0,1.0,6213.0,73377.0,True,False,,,hammarby sjöstad,central,2024-09-17 07:17:05.119757,2024,9,4,0.05194805194805195,0,5423264.851586489,,-0.36492890995260663,82007.06073183531,80164.38654110392,0,5768398.690476191
"Liljeörnsgatan 70, Vån 2",2250000.0,79.0,3.0,2.0,6913.0,28481.0,True,True,,,hässelby,lövsta allé,2024-09-17 07:17:05.119757,2024,9,4,0.0379746835443038,0,5423264.851586489,,-0.36492890995260663,32166.095890410958,30789.473684210527,0,2245351.904761905
Fredriksdalsgatan 24,4100000.0,54.5,2.0,1.0,2929.0,75229.0,True,False,,,hammarby sjöstad,central,2024-09-17 07:17:05.119757,2024,9,4,0.03669724770642202,0,5423264.851586489,,-0.36492890995260663,82007.06073183531,80164.38654110392,0,4314555.535714285
Jämtlandsgatan 107,2695000.0,66.0,2.0,4.0,4598.0,40833.0,True,True,,,vällingby parkstad,råcksta,2024-09-17 07:17:05.119757,2024,9,4,0.030303030303030304,0,5423264.851586489,,-0.36492890995260663,46067.942942942944,42448.566084788035,0,2449934.007936508
Båtklubbsgatan 15,6795000.0,90.0,3.0,3.0,4323.0,75500.0,True,True,,,hammarby sjöstad,central,2024-09-17 07:17:05.119757,2024,9,4,0.03333333333333333,0,5423264.851586489,,-0.36492890995260663,82007.06073183531,80164.38654110392,0,7454752.976190477
Pingstvägen 21,3395000.0,51.0,2.0,2.0,4232.0,66569.0,False,False,,,midsommarkransen,central,2024-09-17 07:17:05.119757,2024,9,4,0.0392156862745098,0,5423264.851586489,,-0.36492890995260663,77740.05639655684,80164.38654110392,0,3910427.0238095247
"Majrovägen 5, 4 tr",4500000.0,83.0,3.0,4.0,5982.0,54217.0,True,True,,,enskede,gubbängen,2024-09-17 07:17:05.119757,2024,9,4,0.03614457831325301,0,5423264.851586489,,-0.36492890995260663,64148.959004078126,52359.05044510386,0,4424751.845238095
"Kronborgsgränd 52, 2 tr",2495000.0,85.0,4.0,2.0,7703.0,29353.0,True,True,,,ärvinge,central,2024-09-17 07:17:05.119757,2024,9,4,0.047058823529411764,0,5423264.851586489,,-0.36492890995260663,,80164.38654110392,0,6528510.476190479
"Maltesholmsvägen 156, 1tr",1995000.0,60.5,2.5,2.0,4106.0,32975.0,False,True,,,hässelby strand,central,2024-09-17 07:17:05.119757,2024,9,4,0.04132231404958678,0,5423264.851586489,,-0.36492890995260663,38054.982817869415,80164.38654110392,0,2270862.023809524
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
Terrängvägen 39A,4995000.0,82.0,4.0,2.0,5926.0,60915.0,False,True,,,västertorp,hägerstensåsen,2024-09-17 07:17:05.119757,2024,9,4,0.04878048780487805,0,5423264.851586489,,-0.36492890995260663,56500.917057265135,60660.377358490565,0,4156434.9999999995
Maltesholmsvägen 147,3995000.0,101.0,4.0,11.0,6744.0,39554.0,True,True,,,hässelby,hässelby strand,2024-09-17 07:17:05.119757,2024,9,4,0.039603960396039604,0,5423264.851586489,,-0.36492890995260663,32166.095890410958,,0,2653749.8809523806
Älvkarleövägen 26,3395000.0,44.2,2.0,1.0,3723.0,76810.0,False,False,,,hjorthagen,central,2024-09-17 07:17:05.119757,2024,9,4,0.04524886877828054,0,5423264.851586489,,-0.36492890995260663,81364.11889596604,80164.38654110392,0,3199027.4999999995
"Skogängsvägen 32,  1 tr (lgh 091)",3225000.0,81.0,3.0,1.0,5806.0,39815.0,True,True,,,spånga,bromstensstaden,2024-09-17 07:17:05.119757,2024,9,4,0.037037037037037035,0,5423264.851586489,,-0.36492890995260663,37284.32811480756,56666.666666666664,0,2175016.587301588
"Untravägen 3, 1 tr",2995000.0,40.0,2.0,1.0,3380.0,74875.0,False,False,,,hjorthagen,central,2024-09-17 07:17:05.119757,2024,9,4,0.05,0,5423264.851586489,,-0.36492890995260663,81364.11889596604,80164.38654110392,0,3163681.9246031735
Söderberga Allé 40,2895000.0,104.0,4.0,1.0,7931.0,27837.0,True,True,,,bromma söderberga,central,2024-09-17 07:17:05.119757,2024,9,4,0.038461538461538464,0,5423264.851586489,,-0.36492890995260663,,80164.38654110392,0,7804274.206349205
Helsingörsgatan 16,2095000.0,81.5,3.0,2.0,6504.0,25706.0,True,True,,,kista,central,2024-09-17 07:17:05.119757,2024,9,4,0.03680981595092025,0,5423264.851586489,,-0.36492890995260663,31429.782424413675,80164.38654110392,0,2217236.428571428
Smedsbacksgatan 20,2850000.0,33.0,1.0,1.0,3928.0,86364.0,True,True,,,gärdet,östermalm,2024-09-17 07:17:05.119757,2024,9,4,0.030303030303030304,0,5423264.851586489,,-0.36492890995260663,107664.52810394221,106251.37655091404,0,3297138.2539682533
"Skebokvarnsvägen 203, 2 tr",2095000.0,53.0,2.0,2.0,3199.0,39528.0,False,True,,,högdalen,central,2024-09-17 07:17:05.119757,2024,9,4,0.03773584905660377,0,5423264.851586489,,-0.36492890995260663,47227.54217966256,80164.38654110392,0,2287701.5476190476
"Torbjörn Klockares Gata 6, 1tr",3995000.0,38.0,1.0,1.0,2532.0,105132.0,False,False,,,vasastan,röda bergen,2024-09-17 07:17:05.119757,2024,9,4,0.02631578947368421,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,104339.25049309665,0,4464579.563492063
Vårholmsbackarna 64,1695000.0,82.0,3.0,1.0,7232.0,20671.0,False,True,,,skärholmen,vårberg,2024-09-17 07:17:05.119757,2024,9,4,0.036585365853658534,0,5423264.851586489,,-0.36492890995260663,29849.578820697956,,0,2157070.3571428573
Skåpvägen 5,2795000.0,57.0,2.0,3.0,3284.0,49035.0,False,True,,,gubbängen,enskede,2024-09-17 07:17:05.119757,2024,9,4,0.03508771929824561,0,5423264.851586489,,-0.36492890995260663,47832.512315270935,65377.20706260032,0,2652137.380952381
