exact_address,price,size,rooms,monthly_fee,price_per_sqm,location,has_elevator,has_balcony,ending_price,price_change_percentage,ending_price_per_sqm
"Surtsögatan 4, 6 tr",,45.0,2.0,2836,,"Kista Gård, Stockholms kommun",True,True,1995000,±0 %,44333
"Siljansvägen 60, 3tr",,57.5,2.0,4412,,"Årsta, Stockholms kommun",False,True,3225000,+8 %,56087
Tångvägen 30,,45.0,2.0,3137,,"Telefonplan/Hökmossen, Stockholms kommun",False,True,2580000,+12 %,57333
Emågatan 16,,67.0,3.0,5946,,"Bagarmossen, Stockholms kommun",False,True,3400000,+10 %,50746
Norra stationsgatan 111,,95.0,4.0,5054,,"Vasastan, Stockholms kommun",True,True,8350000,+4 %,87895
Kalmgatan 30,,48.0,2.0,3680,,"Hammarbyhöjden / Skärmarbrink, Stockholms kommun",False,True,3300000,+3 %,68750
Mirabellbacken 22,,46.0,2.0,3297,,"Hässelby Strand, Stockholms kommun",False,True,1795000,±0 %,39022
Allhelgonagatan 7,,54.0,1.5,2154,,"Södermalm, Stockholms kommun",True,False,5000000,+11 %,92593
Furusundsgatan 12,,40.0,2.0,2176,,"Gärdet, Stockholms kommun",True,True,4325000,+8 %,108125
Filipstadsbacken 46,,91.0,4.0,5132,,"Farsta Strand, Stockholms kommun",True,True,3500000,+10 %,38462
Vanadisvägen 4M,,41.0,2.0,2392,,"Vasastan, Stockholms kommun",True,True,4650000,+7 %,113415
"Sankt Göransgatan 153, 5TR",,22.5,1.0,1464,,"Kungsholmen, Stockholms kommun",True,False,2340000,+17 %,104000
"Ture Nermans gränd 6, 4 tr",,37.5,2.0,875,,"Kungsholmen, Stockholms kommun",False,False,4300000,+9 %,114667
"Högalidsgatan 52B, 4 tr",,33.0,1.0,2359,,"Södermalm - Högalid, Stockholms kommun",True,False,3600000,+14 %,109091
,,,,,,,False,False,,,
,,,,,,,False,False,,,
Dörrvägen 8,,64.0,3.0,4720,,"Enskede - Gubbängen, Stockholms kommun",False,True,3495000,±0 %,54609
Jakob Westinsgatan 6,,71.0,2.5,2309,,"Kungsholmen, Stockholms kommun",True,False,6750000,-2 %,95070
"Sankt Eriksgatan 112, 3 tr",,100.0,4.0,4950,,"Vasastan, Stockholms kommun",True,False,10950000,+1 %,109500
Bävervägen 40,,66.0,3.0,4920,,"Abrahamsberg, Stockholms kommun",True,True,4270000,+16 %,64697
"Pilgatan 19B, vind",,,2.0,4650,,"Kungsholmen - Kungsholms Torg, Stockholms kommun",True,True,7300000,+7 %,117742
Sjöbjörnsvägen 10,,58.0,2.5,4015,,"Gröndal, Stockholms kommun",False,True,4300000,+8 %,74138
Völundsgatan 9,,22.0,1.0,1824,,"Vasastan - Atlas, Stockholms kommun",True,False,2750000,+6 %,125000
Kungsholms Strand 135B,,43.0,2.0,1934,,"Kungsholmen Kungsholms Strand, Stockholms kommun",True,False,4550000,+14 %,105814
Grusåsgränd 52,,67.0,2.0,3808,,"Enskededalen, Stockholms kommun",False,False,3200000,+14 %,47761
"Rålambsvägen 54, högst upp",,39.0,2.0,2530,,"Kungsholmen Fredhäll, Stockholms kommun",False,True,3980000,+15 %,102051
Byggmästarvägen 27,,48.0,2.0,4058,,"Abrahamsberg, Stockholms kommun",False,True,2980000,+11 %,62083
Nybodaringen 45,,43.0,2.5,4953,,"Nybodahöjden/liljeholmen, Stockholms kommun",True,False,2600000,+4 %,60465
Södermannagatan 68,,35.0,2.0,2424,,"Södermalm, Stockholms kommun",True,False,3700000,,105714
"Sågargatan 14, vån 4",,21.0,1.0,1641,,"Södermalm - Sofia, Stockholms kommun",False,False,2800000,+23 %,133333
Sandalettgatan 28,,50.0,2.0,4137,,"Älvsjö, Stockholms kommun",True,True,3000000,+5 %,60000
"Polhemsgatan 36, 4tr",,39.0,2.0,1901,,"Kungsholmen, Stockholms kommun",True,True,4700000,+18 %,120513
Hornsbergs Strand 55,,60.0,2.0,3149,,"Västra Kungsholmen - Hornsbergs strand, Stockholms kommun",True,True,5050000,+8 %,84167
Rigagatan 6,,91.0,5.0,5717,,"Östermalm, Stockholms kommun",True,True,12225000,+11 %,134341
Ekholmsvägen 255,,60.7,2.0,5068,,"Skärholmen / Skärholmshöjden, Stockholms kommun",True,True,1500000,-19 %,24712
Selebovägen 15,,72.0,4.0,6721,,"Enskede - Svedmyra, Stockholms kommun",False,True,3800000,+9 %,52778
Snickerigatan 9,,72.0,3.5,4891,,"Telefonplan, Stockholms kommun",True,True,5840000,+6 %,81111
Runiusgatan 5,,38.0,2.0,1590,,"Kungsholmen - Fredhäll, Stockholms kommun",True,False,3260000,+10 %,85789
Askängsbacken 12,,55.0,2.0,4251,,"Bromma - Annedal - Mariehäll, Stockholms kommun",True,True,3370000,+2 %,61273
Sorögatan 13,,79.5,3.0,4679,,"Kista, Stockholms kommun",True,True,2300000,-3 %,28931
Kungsbro strand 21,,42.0,2.0,4317,,"Kungsholmen - Kungsbro strand, Stockholms kommun",True,False,3795000,-3 %,90357
Liljeholmsgränd 2,,49.0,2.0,3484,,"Liljeholmen, Stockholms kommun",True,True,4060000,+7 %,82857
Lidnersgatan 10,,36.0,2.0,2812,,"Kungsholmen - Kristineberg, Stockholms kommun",True,False,3300000,+10 %,91667
"Erstagatan 16,  4 tr",,49.0,2.0,3104,,"Södermalm, Stockholms kommun",True,True,5500000,+22 %,112245
Tegnérgatan 55A,,55.0,2.0,4135,,"Vasastan/Norrmalm, Stockholms kommun",True,True,7025000,+8 %,127727
Sportflygargatan 5,,77.0,3.0,5410,,"Skarpnäck, Stockholms kommun",True,True,3150000,+17 %,40909
"Svartviksslingan 90, vån 3 av 3!",,59.5,3.0,3911,,"Bromma - Minneberg, Stockholms kommun",True,True,4150000,+4 %,69748
"Lagerlöfsgatan 4, 5 Tr",,62.0,3.0,3469,,"Kungsholmen - Marieberg, Stockholms kommun",True,True,5775000,+9 %,93145
"Högbergsgatan 76 B, 2 tr",,96.0,3.0,4813,,"Södermalm, Stockholms kommun",True,True,8550000,+11 %,89063
Registervägen 2,,77.0,4.0,5233,,"Abrahamsberg, Stockholms kommun",False,True,3480000,+7 %,45195
Bäverdammsgränd 168,,73.0,3.0,4321,,"Bandhagen, Stockholms kommun",False,True,2050000,+8 %,28082
"Rörstrandsgatan 15, 5½  tr",,33.0,1.5,1948,,"Vasastan - Birkastan, Stockholms kommun",True,False,4225000,+6 %,128030
Multrågatan 19,,72.8,3.0,5934,,"Vällingby Parkstad / Råcksta, Stockholms kommun",True,True,2200000,+10 %,30220
Kabelverksgatan 60,,50.0,2.0,4052,,"Älvsjöstaden, Stockholms kommun",True,False,2480000,-4 %,49600
Stjernströms Väg 3,,34.9,1.0,3427,,"Aspudden, Stockholms kommun",True,False,2250000,+13 %,64470
Maltesholmsvägen 153,,79.0,3.0,4972,,"Hässelby Strand, Stockholms kommun",True,True,3600000,+3 %,45570
Blekingegatan 31B,,42.5,1.0,2853,,"Södermalm Katarina, Stockholms kommun",False,False,4000000,+14 %,94118
"Sandalettgatan 7, högst upp!",,94.0,4.0,5758,,"Älvsjöstaden, Stockholms kommun",True,True,6050000,+16 %,64362
"Midskeppsgatan 21, 1tr",,46.0,1.5,3498,,"Hammarby Sjöstad, Stockholms kommun",True,True,3650000,+4 %,79348
Pilgrimsvägen 68,,57.0,2.0,4129,,"Aspudden, Stockholms kommun",False,False,5020000,+12 %,88070
"Frödingsvägen 7, 1tr",,41.0,2.0,2551,,"Kungsholmen - Fredhäll, Stockholms kommun",False,True,3595000,±0 %,87683
"Vittangigatan 10, 3tr",,34.0,1.0,2584,,"Vällingby, Stockholms kommun",True,True,1900000,+12 %,55882
Sparbanksvägen 45,,42.0,2.0,3137,,"Hägerstensåsen, Stockholms kommun",False,True,2800000,±0 %,66667
Finn Malmgrens väg 79,,48.0,2.0,3357,,"Hammarbyhöjden, Stockholms kommun",False,True,3420000,+5 %,71250
Kungsklippan 20,,40.0,2.0,4460,,"Kungsholmen, Stockholms kommun",True,True,6000000,+33 %,150000
Malmövägen 28,,51.0,2.0,3911,,"Hammarbyhöjden, Stockholms kommun",False,True,3600000,+9 %,70588
,,,,,,,False,False,,,
,,,,,,,False,False,,,
"Vänskapsvägen 51, vån 3/3",,48.0,2.0,3861,,"Kungsholmen - Stora Essingen, Stockholms kommun",False,True,4380000,+12 %,91250
Sysslomansgatan 11,,38.0,1.5,2279,,"Kungsholmen, Stockholms kommun",True,True,4050000,+4 %,106579
"Industrigatan 14, 3 tr",,41.0,1.5,3068,,"Kungsholmen, Stockholms kommun",True,True,4150000,+7 %,101220
Sorögatan 25,,81.5,3.0,4848,,"Kista, Stockholms kommun",True,True,2100000,+5 %,25767
Krukmakargatan 53,,30.0,2.0,1988,,"Södermalm, Stockholms kommun",False,False,3300000,+20 %,110000
Karlavägen 52,,26.0,1.0,583,,"Östermalm, Stockholms kommun",False,False,3700000,+6 %,142308
Kungsklippan 17B,,27.0,1.5,1023,,"Kungsholmen, Stockholms kommun",False,False,3200000,+11 %,118519
Kölnagatan 12,,42.0,2.0,2954,,"Hammarby Sjöstad, Stockholms kommun",True,True,3495000,±0 %,83214
Essingeringen 82,,110.0,4.0,6852,,"Stora Essingen, Stockholms kommun",True,True,10150000,+22 %,92273
Vissingebacken 5,,64.0,2.0,5117,,"Spånga - Tensta, Stockholms kommun",True,False,1200000,-14 %,18750
Sjöviksvägen 128,,39.0,1.5,3109,,"Liljeholmskajen, Stockholms kommun",True,True,3095000,+3 %,79359
Garagevägen 24,,60.5,2.0,3636,,"Blåsut, Stockholms kommun",True,True,4300000,+8 %,71074
"Älvkarleövägen 3, 2tr",,44.2,2.0,3735,,"Hjorthagen, Stockholms kommun",False,False,3300000,+2 %,74661
Skebokvarnsvägen 282,,37.5,1.0,2680,,"Högdalen, Stockholms kommun",False,True,2000000,+11 %,53333
"Grumsgatan 4, 2 tr",,75.0,3.0,4586,,"Farsta, Stockholms kommun",True,True,2950000,+2 %,39333
Ålgrytevägen 31,,71.5,3.0,4899,,"Bredäng/mälarhöjden, Stockholms kommun",True,True,2825000,-2 %,39510
Stadingeplan 1,,109.0,4.0,7044,,"Spånga, Stockholms kommun",False,True,1590000,±0 %,14587
"Astrakangatan 89, 1tr",,70.0,3.0,4876,,"Hässelby Gård, Stockholms kommun",False,True,1700000,-4 %,24286
"Baltzar von Platens gata 7 B, 2 tr",,49.5,2.0,1122,,"Kungsholmen, Stockholms kommun",True,False,5400000,+8 %,109091
"Skattungsvägen 14, 1tr",,57.0,3.0,4365,,"Årsta, Stockholms kommun",False,True,3350000,+5 %,58772
Åkeshovsvägen 36,,64.0,2.0,3883,,"Bromma / Olovslund, Stockholms kommun",False,True,3200000,+8 %,50000
Eriksdalsgatan 19,,47.0,2.0,2904,,"Södermalm Katarina, Stockholms kommun",False,True,4700000,+22 %,100000
Ola hanssonsgatan 1,,25.0,1.0,1514,,"Kristineberg, Stockholms kommun",False,False,2600000,+4 %,104000
Fyrvaktarkroken 10,,64.0,3.0,4107,,"Blåsut, Stockholms kommun",True,True,4300000,+10 %,67188
"Nybohovsbacken 68, 3tr",,82.0,4.0,5815,,"Liljeholmen, Stockholms kommun",True,True,6000000,+7 %,73171
Lundagatan 46,,35.0,1.0,2023,,"Södermalm, Stockholms kommun",False,False,3850000,+13 %,110000
"Kratsbodavägen 36, Vån 3/3",,57.0,2.5,4550,,"Bromma - Mariehäll, Stockholms kommun",False,True,2940000,+2 %,51579
Rehnsgatan 21A  - gårdshus,,48.0,2.0,1331,,"Vasastan - City/Norrmalm, Stockholms kommun",True,False,5400000,+8 %,112500
Spannvägen 17,,41.0,2.0,2747,,"Bromma - Åkeslund, Stockholms kommun",False,True,2900000,+16 %,70732
"Filipstadsbacken 58, 2tr",,30.5,1.0,2475,,"Farsta, Stockholms kommun",True,False,1700000,+15 %,55738
Margretelundsvägen 32,,45.0,2.0,3999,,"Traneberg, Stockholms kommun",False,False,2250000,-2 %,50000
Ladbacksvägen 41,,64.3,3.0,3708,,"Spånga - Sundby, Stockholms kommun",False,True,2650000,+6 %,41213
"Kammakargatan 50, 3tr",,65.0,3.0,5714,,"Vasastan/Norrmalm Tegnérlunden, Stockholms kommun",True,True,7500000,+7 %,115385
Rissnavägen 69,,54.0,2.0,4472,,"Spånga - Bromsten, Stockholms kommun",True,True,1650000,+3 %,30556
"Valborgsmässovägen 38, 2 tr.",,34.5,2.0,3293,,"Midsommarkransen/Telefonplan, Stockholms kommun",False,False,2850000,,82609
"Birger Jarlsgatan 104J, 2 tr",,21.0,1.0,1761,,"Östermalm/Vasastan, Stockholms kommun",False,False,2775000,+11 %,132143
"Emmy rappes gata 2, vån 10",,61.0,2.0,3965,,"Vasastan / Hagastaden, Stockholms kommun",True,True,7700000,+1 %,126230
Isjaktsgränd 33,,55.0,2.0,4845,,"Västertorp, Stockholms kommun",False,True,2500000,±0 %,45455
Kratsbodavägen 44D,,76.0,3.0,4629,,"Bromma - Mariehäll, Stockholms kommun",True,True,5150000,+3 %,67763
Östermalmsgatan 79a,,28.5,1.0,1557,,"Östermalm, Stockholms kommun",False,True,4275000,+7 %,150000
"Valsbergs gränd 5, 1 tr",,44.0,2.0,3371,,"Midsommarkransen, Stockholms kommun",False,True,3300000,+3 %,75000
"Götaforsvägen 28, 2 tr",,44.5,1.0,3864,,"Stureby - Enskede, Stockholms kommun",False,True,2100000,+5 %,47191
Almbygatan 6,,48.0,2.0,5111,,"Spånga, Stockholms kommun",True,True,1400000,-2 %,29167
"Hornsbergs Strand 49, Vån 4",,43.0,1.5,2178,,"Västra Kungsholmen  - Hornsbergs strand, Stockholms kommun",True,True,4300000,+8 %,100000
Johan printz väg 34,,30.0,1.5,2558,,"Johanneshov, Stockholms kommun",False,False,2000000,+3 %,66667
Bergsgatan 34,,,2.5,4856,,"Kungsholmen, Stockholms kommun",True,True,8150000,+7 %,140517
Valborgsmässovägen 20C,,54.0,2.0,3922,,"Midsommarkransen/Telefonplan, Stockholms kommun",True,False,3425000,-2 %,63426
Annedalsvägen 42,,50.0,2.0,3342,,"Bromma - Annedal, Stockholms kommun",True,True,3250000,+5 %,65000
"Marmorgatan 11, 12 tr",,38.0,1.5,3099,,"Stockholm – Södermalm, Stockholms kommun",True,False,3200000,-6 %,84211
Norra Stationsgatan 62B,,35.0,2.0,2550,,"Vasastan - Hagastaden, Stockholms kommun",True,True,4100000,±0 %,117143
,,,,,,,False,False,,,
,,,,,,,False,False,,,
Kallforsvägen 37,,56.0,2.0,3880,,"Bandhagen, Stockholms kommun",False,True,2595000,+30 %,46339
Völundsgatan 9,,34.0,1.5,2814,,"Vasastan - Atlas, Stockholms kommun",True,True,4900000,+14 %,144118
Stadingeplan 22,,72.0,3.0,4866,,"Spånga - Tensta, Stockholms kommun",False,True,1850000,+3 %,25694
Trollesundsvägen 137,,18.0,1.0,1413,,"Högdalen, Stockholms kommun",False,False,1400000,+8 %,77778
Körsbärsvägen 6 B,,31.0,2.0,2058,,"Östermalm / Vasastan, Stockholms kommun",False,False,2750000,+10 %,88710
Kabelverksgatan 3,,50.0,2.0,4046,,"Älvsjöstaden, Stockholms kommun",True,True,3020000,+4 %,60400
Sorögatan 39,,79.5,3.0,5468,,"Kista, Stockholms kommun",True,True,1810000,-2 %,22767
"Sandfjärdsgatan 29, 12tr",,27.0,1.0,2403,,"Årsta, Stockholms kommun",True,False,1800000,±0 %,66667
Heliosgatan 16 A,,77.0,3.0,4802,,"Hammarby Sjöstad, Stockholms kommun",True,True,6000000,+4 %,77922
Skönviksvägen 325,,19.0,1.0,1787,,"Stureby, Stockholms kommun",False,False,1620000,-4 %,85263
"Nickelgränd 1, 5 tr",,66.0,2.0,3466,,"Vällingby, Stockholms kommun",True,True,3195000,±0 %,48409
Kanngjutargränd 52,,56.0,2.0,4522,,"Vällingby - Grimsta, Stockholms kommun",True,True,1650000,-3 %,29464
"Labradorgatan 28, 4 tr",,34.5,1.5,2241,,"Norra Djurgårdsstaden, Stockholms kommun",True,True,3400000,-3 %,98551
"Ringvägen 126, 1tr",,38.5,1.0,1770,,"Södermalm, Stockholms kommun",True,False,3450000,+8 %,89610
Vidargatan 6,,122.0,4.0,6965,,"Vasastan - Odenplan, Stockholms kommun",True,True,14375000,,117828
"Tantogatan 27, 5tr",,95.0,3.0,5563,,"Södermalm - Tanto, Stockholms kommun",True,True,6820000,+6 %,71789
Hägerstensvägen 209,,41.0,2.0,4127,,"Aspudden / Örnsberg, Stockholms kommun",False,True,2850000,+6 %,69512
Responsgatan 14,,33.0,1.0,2249,,"Hägersten, Stockholms kommun",True,True,2450000,+12 %,74242
Flottbrovägen 7,,,3.0,2641,,"Kungsholmen - Stora Essingen, Stockholms kommun",False,False,4900000,-2 %,76563
"Linnégatan 51, 5 av 5 tr",,33.0,2.0,1076,,"Östermalm, Stockholms kommun",True,True,5520000,+11 %,167273
Ringvägen 128,,40.0,2.0,1927,,"Södermalm - Katarina Sofia, Stockholms kommun",True,False,3580000,+12 %,89500
Responsgatan 12,,46.0,2.0,3135,,"Telefonplan - Midsommarkransen, Stockholms kommun",True,True,2850000,+4 %,61957
"Lidnersplan 6, 3tr",,33.0,2.0,1808,,"Kungsholmen, Stockholms kommun",True,True,3475000,+9 %,105303
Karlsviksgatan 7,,40.0,2.0,2636,,"Kungsholmen/ Nedre Kungsholmen, Stockholms kommun",True,False,4675000,+6 %,116875
Beckombergavägen 215,,63.0,2.0,4773,,"Bromma / Beckomberga, Stockholms kommun",True,True,3325000,+11 %,52778
"Borensvägen 1, 3 tr",,52.0,2.0,4516,,"Årsta, Stockholms kommun",True,True,3000000,±0 %,57692
"Maltesholmsvägen 153, 13tr",,79.0,3.0,4972,,"Hässelby Strand, Stockholms kommun",True,True,3495000,-3 %,44241
Oxelvägen 4,,44.0,1.0,3595,,"Enskededalen, Stockholms kommun",False,False,2100000,-7 %,47727
Västgötagatan 17,,36.0,1.0,2260,,"Södermalm - Katarina, Stockholms kommun",True,True,4350000,+9 %,120833
"Östermalmsgatan 67, 4 tr",,18.0,1.0,1224,,"Östermalm, Stockholms kommun",True,False,2900000,+16 %,161111
Salagatan 24,,57.0,2.0,4338,,"Spånga - Solhem, Stockholms kommun",True,True,2275000,-1 %,39912
Helgdagsvägen 19,,64.5,2.0,6055,,"Hökarängen, Stockholms kommun",True,False,2400000,+15 %,37209
"Kristallvägen 133, ½-tr",,61.0,2.0,3838,,"Solberga - Älvsjö, Stockholms kommun",False,True,2845000,+6 %,46639
"Grafikvägen 3, 3tr",,54.0,2.0,3253,,"Gullmarsplan, Stockholms kommun",False,True,3400000,-3 %,62963
Eldsbergagränd 4,,87.0,4.0,6472,,"Östberga, Stockholms kommun",True,True,3200000,,36782
"Götgatan 90A, 1tr",,42.0,1.5,0,,"Södermalm, Stockholms kommun",True,True,4050000,+7 %,96429
Bastuhagsvägen 49,,36.5,2.0,2515,,"Enskede - Stureby, Stockholms kommun",True,True,2655000,+6 %,72740
Alpvägen 23,,86.0,3.0,4925,,"Bromma / Annedal, Stockholms kommun",True,True,5000000,,58140
Enspännargatan 12A,,43.0,2.0,4583,,"Hässelby Gård, Stockholms kommun",True,True,1695000,±0 %,39419
Hanna Paulis Gata 29,,86.0,4.0,5020,,"Fruängen, Stockholms kommun",False,True,4295000,+8 %,49942
Sköntorpsvägen 115 4tr,,31.0,1.5,3424,,"Årsta, Stockholms kommun",True,True,2350000,±0 %,75806
Glasmålarvägen 10,,52.0,2.0,2937,,"Gamla Enskede, Stockholms kommun",False,False,2950000,-2 %,56731
Tombolavägen 9,,63.0,3.0,4243,,"Telefonplan/Västberga/Hägersten/Solberga., Stockholms kommun",False,True,3250000,+2 %,51587
"Pastellvägen 11, 6 tr",,40.0,2.0,2494,,"Skärmarbrink, Stockholms kommun",False,False,2980000,+11 %,74500
Klockelundsvägen 12,,26.0,1.0,2075,,"Farsta, Stockholms kommun",True,True,1695000,±0 %,65192
Herr stens väg 19C,,64.0,3.0,4151,,"Älvsjö, Stockholms kommun",False,False,3000000,±0 %,46875
"Olof palmes gata 12, 3tr",,39.0,2.0,1877,,"Vasastan/Norrmalm, Stockholms kommun",True,True,4350000,+9 %,111538
Dalagatan 43,,81.0,3.0,4686,,"Vasastan, Stockholms kommun",True,True,11350000,+5 %,140123
Hagaesplanaden 76,,83.5,4.0,5113,,"Vasastan - Hagastaden, Stockholms kommun",True,True,8300000,-5 %,99401
"Furusundsgatan 9, 7tr",,29.0,1.0,1752,,"Gärdet - Östermalm, Stockholms kommun",True,True,3300000,+14 %,113793
,,,,,,,False,False,,,
,,,,,,,False,False,,,
Melongatan 8,,52.0,2.0,3627,,"Hässelby Strand, Stockholms kommun",True,False,1970000,+10 %,37885
Folkungagatan 160,,44.0,2.0,3759,,"Södermalm - Sofia, Stockholms kommun",True,True,4050000,+16 %,92045
"Östhammarsgatan 75, 2 tr",,46.7,2.0,3085,,"Gärdet, Stockholms kommun",False,True,3765000,-3 %,80621
Lundagatan 36B,,30.0,1.0,1610,,"Södermalm Högalid, Stockholms kommun",True,False,3150000,+11 %,105000
Njurundagatan 8,,70.2,3.0,5297,,"Vällingby Råcksta, Stockholms kommun",False,True,2295000,±0 %,32692
Gävlegatan 26,,55.0,2.0,3025,,"Vasastan - Hagastaden, Stockholms kommun",True,False,5275000,-2 %,95909
Östrandsvägen 58,,69.0,4.0,4099,,"Enskede - Stureby, Stockholms kommun",False,False,3325000,-5 %,48188
"Mobilgatan 1C, Vån 1",,96.5,4.0,5267,,"Telefonplan, Stockholms kommun",True,True,6300000,-2 %,65285
Bärkingeplan 11,,69.0,2.0,4653,,"Spånga-Tensta, Stockholms kommun",False,False,1210000,+22 %,17536
Brännkyrkagatan 81,,27.0,1.0,1306,,"Södermalm/ Mariatorget, Stockholms kommun",True,False,2770000,+21 %,102593
Högalidsgatan 48 A,,,4.0,5484,,"Södermalm/Hornstull, Stockholms kommun",True,True,11500000,,122340
Molkomsbacken 13,,79.0,3.0,4285,,"Farsta, Stockholms kommun",False,True,2675000,-1 %,33861
Lysviksgatan 33,,88.0,4.0,4664,,"Farsta, Stockholms kommun",True,True,3495000,±0 %,39716
Kratsbodavägen 44A,,41.0,2.0,2497,,"Mariehäll, Stockholms kommun",True,True,2900000,+8 %,70732
Hundlokegränd 26,,59.0,3.0,5008,,"Hässelby - Lövsta Allé, Stockholms kommun",True,True,2300000,±0 %,38983
Katarina Bangata 67A,,28.0,1.0,1578,,"Södermalm - Katarina Sofia, Stockholms kommun",True,True,3150000,+17 %,112500
Bäverdammsgränd 180,,70.0,2.0,4314,,"Snösätra, Stockholms kommun",True,True,1975000,-11 %,28214
Dalagatan 102,,77.0,3.0,4961,,"Vasastan / Hagastaden, Stockholms kommun",True,True,7650000,+1 %,99351
"Kungsholms Strand 135B, plan 6",,129.0,4.0,5894,,"Kungsholmen - Kungsholms Strand, Stockholms kommun",True,False,10850000,+11 %,84109
"Disponentgatan 1, 4tr",,31.0,1.0,2394,,"Lilla Essingen, Stockholms kommun",True,False,2795000,±0 %,90161
"Klockelundsvägen 10, takterrass",,63.0,3.0,4094,,"Farsta, Stockholms kommun",True,True,3795000,±0 %,60238
"Sandfjärdsgatan 68, 2tr",,88.0,4.0,4308,,"Årsta, Stockholms kommun",True,True,4350000,+1 %,49432
"Järnlundsvägen 22, 1tr",,25.0,1.0,2204,,"Årsta, Stockholms kommun",True,True,2100000,+5 %,84000
Pingstvägen 54 1tr,,35.0,2.0,3206,,"Telefonplan - Midsommarkransen, Stockholms kommun",False,False,2900000,±0 %,82857
Harpsundsvägen 141,,61.5,2.0,3643,,"Högdalen, Stockholms kommun",False,True,2350000,+18 %,38211
Erik Segersälls väg 18,,50.5,2.0,5212,,"Aspudden, Stockholms kommun",True,False,5000000,+11 %,99010
Ymsenvägen 10,,78.0,4.0,4164,,"Årsta, Stockholms kommun",True,True,6400000,,82051
Norrtullsgatan 63,,47.0,2.0,2374,,"Vasastan, Stockholms kommun",True,False,4300000,+10 %,91489
Per Lindeströms Väg 72,,62.0,3.0,5867,,"Hammarbyhöjden, Stockholms kommun",False,False,3600000,+3 %,58065
Melongatan 16,,48.0,1.5,3437,,"Hässelby Strand, Stockholms kommun",True,True,1975000,-1 %,41146
Kirunagatan 82,,58.0,3.0,3303,,"Vällingby Centrum, Stockholms kommun",False,True,2500000,+9 %,43103
Klädesvägen 38,,50.0,2.0,4207,,"Bromma - Brommaplan, Stockholms kommun",True,True,3000000,+4 %,60000
Snödroppsgränd 27,,27.0,1.0,1951,,"Hässelby Norra Villastad, Stockholms kommun",True,True,1470000,+11 %,54444
Hagagatan 1,,60.0,2.0,4862,,"Vasastan, Stockholms kommun",True,False,4750000,-3 %,79167
Masugnsvägen 50,,51.0,2.0,4064,,"Bromma / Mariehäll, Stockholms kommun",True,True,3200000,+7 %,62745
Blanchegatan 18,,43.0,2.0,2927,,"Nedre Gärdet, Stockholms kommun",True,False,3625000,+4 %,84302
